Date,Open,High,Low,Close,Volume,Adj Close
2016-09-14,1053.94995,1057.80005,1040.65002,1045.59998,2576200,1034.50499
2016-09-13,1054.00,1054.00,1054.00,1054.00,000,1042.81588
2016-09-12,1025.25,1058.00,1025.25,1054.00,3101500,1042.81588
2016-09-09,1037.00,1041.00,1026.55005,1035.50,2526700,1024.51219
2016-09-08,1045.00,1045.00,1024.00,1037.65002,4546300,1026.6394
2016-09-07,1048.00,1059.00,1044.00,1054.34998,3712700,1043.16214
2016-09-06,1038.25,1048.90002,1035.59998,1045.00,4107500,1033.91138
2016-09-05,1031.84998,1031.84998,1031.84998,1031.84998,000,1020.90089
2016-09-02,1039.05005,1040.00,1026.19995,1031.84998,1666200,1020.90089
2016-09-01,1038.00,1040.44995,1032.00,1037.55005,1438900,1026.54048
2016-08-31,1037.09998,1045.75,1027.80005,1035.84998,5569900,1024.85845
2016-08-30,1032.44995,1045.00,1025.00,1040.40002,2187700,1029.36022
2016-08-29,1017.59998,1030.00,1011.00,1022.79999,2610100,1011.94694
2016-08-26,1036.00,1046.00,1017.04999,1020.25,3440500,1009.42401
2016-08-25,1055.00,1057.59998,1032.09998,1036.15002,2398200,1025.15532
2016-08-24,1047.00,1062.05005,1047.00,1057.40002,3064900,1046.17983
2016-08-23,1020.09998,1042.00,1020.09998,1039.65002,3703000,1028.61818
2016-08-22,1018.00,1030.00,1009.09998,1015.45001,5126700,1004.67495
2016-08-19,1030.00,1039.00,1018.45001,1021.29999,2843000,1010.46285
2016-08-18,1036.50,1039.09998,1021.50,1023.40002,4217000,1012.54061
2016-08-17,1049.94995,1052.65002,1030.50,1033.30005,3299600,1022.33558
2016-08-16,1042.00,1058.05005,1028.00,1051.80005,8214700,1040.63928
2016-08-15,1062.55005,1062.55005,1062.55005,1062.55005,000,1051.27521
2016-08-12,1075.05005,1078.80005,1060.00,1062.55005,3724900,1051.27521
2016-08-11,1081.69995,1095.00,1075.25,1077.34998,2519200,1065.91809
2016-08-10,1076.00,1087.90002,1075.19995,1082.34998,2788200,1070.86503
2016-08-09,1077.00,1084.50,1071.50,1083.40002,3596300,1071.90394
2016-08-08,1069.00,1081.00,1062.55005,1078.69995,2321500,1067.25374
2016-08-05,1072.00,1073.44995,1060.00,1068.00,2804900,1056.66733
2016-08-04,1086.40002,1086.90002,1070.05005,1071.80005,2118600,1060.42705
2016-08-03,1085.65002,1086.50,1070.30005,1084.90002,3606700,1073.38802
2016-08-02,1079.90002,1085.00,1075.00,1083.80005,3411200,1072.29972
