20010101,"http://timesofindia.indiatimes.com//2001/1/1/archivelist/year-2001,month-1,starttime-36892.cms"
20010102,"http://timesofindia.indiatimes.com//2001/1/2/archivelist/year-2001,month-1,starttime-36893.cms"
20010103,"http://timesofindia.indiatimes.com//2001/1/3/archivelist/year-2001,month-1,starttime-36894.cms"
20010104,"http://timesofindia.indiatimes.com//2001/1/4/archivelist/year-2001,month-1,starttime-36895.cms"
20010105,"http://timesofindia.indiatimes.com//2001/1/5/archivelist/year-2001,month-1,starttime-36896.cms"
20010106,"http://timesofindia.indiatimes.com//2001/1/6/archivelist/year-2001,month-1,starttime-36897.cms"
20010107,"http://timesofindia.indiatimes.com//2001/1/7/archivelist/year-2001,month-1,starttime-36898.cms"
20010108,"http://timesofindia.indiatimes.com//2001/1/8/archivelist/year-2001,month-1,starttime-36899.cms"
20010109,"http://timesofindia.indiatimes.com//2001/1/9/archivelist/year-2001,month-1,starttime-36900.cms"
20010110,"http://timesofindia.indiatimes.com//2001/1/10/archivelist/year-2001,month-1,starttime-36901.cms"
20010111,"http://timesofindia.indiatimes.com//2001/1/11/archivelist/year-2001,month-1,starttime-36902.cms"
20010112,"http://timesofindia.indiatimes.com//2001/1/12/archivelist/year-2001,month-1,starttime-36903.cms"
20010113,"http://timesofindia.indiatimes.com//2001/1/13/archivelist/year-2001,month-1,starttime-36904.cms"
20010114,"http://timesofindia.indiatimes.com//2001/1/14/archivelist/year-2001,month-1,starttime-36905.cms"
20010115,"http://timesofindia.indiatimes.com//2001/1/15/archivelist/year-2001,month-1,starttime-36906.cms"
20010116,"http://timesofindia.indiatimes.com//2001/1/16/archivelist/year-2001,month-1,starttime-36907.cms"
20010117,"http://timesofindia.indiatimes.com//2001/1/17/archivelist/year-2001,month-1,starttime-36908.cms"
20010118,"http://timesofindia.indiatimes.com//2001/1/18/archivelist/year-2001,month-1,starttime-36909.cms"
20010119,"http://timesofindia.indiatimes.com//2001/1/19/archivelist/year-2001,month-1,starttime-36910.cms"
20010120,"http://timesofindia.indiatimes.com//2001/1/20/archivelist/year-2001,month-1,starttime-36911.cms"
20010121,"http://timesofindia.indiatimes.com//2001/1/21/archivelist/year-2001,month-1,starttime-36912.cms"
20010122,"http://timesofindia.indiatimes.com//2001/1/22/archivelist/year-2001,month-1,starttime-36913.cms"
20010123,"http://timesofindia.indiatimes.com//2001/1/23/archivelist/year-2001,month-1,starttime-36914.cms"
20010124,"http://timesofindia.indiatimes.com//2001/1/24/archivelist/year-2001,month-1,starttime-36915.cms"
20010125,"http://timesofindia.indiatimes.com//2001/1/25/archivelist/year-2001,month-1,starttime-36916.cms"
20010126,"http://timesofindia.indiatimes.com//2001/1/26/archivelist/year-2001,month-1,starttime-36917.cms"
20010127,"http://timesofindia.indiatimes.com//2001/1/27/archivelist/year-2001,month-1,starttime-36918.cms"
20010128,"http://timesofindia.indiatimes.com//2001/1/28/archivelist/year-2001,month-1,starttime-36919.cms"
20010129,"http://timesofindia.indiatimes.com//2001/1/29/archivelist/year-2001,month-1,starttime-36920.cms"
20010130,"http://timesofindia.indiatimes.com//2001/1/30/archivelist/year-2001,month-1,starttime-36921.cms"
20010131,"http://timesofindia.indiatimes.com//2001/1/31/archivelist/year-2001,month-1,starttime-36922.cms"
20010201,"http://timesofindia.indiatimes.com//2001/2/1/archivelist/year-2001,month-2,starttime-36923.cms"
20010202,"http://timesofindia.indiatimes.com//2001/2/2/archivelist/year-2001,month-2,starttime-36924.cms"
20010203,"http://timesofindia.indiatimes.com//2001/2/3/archivelist/year-2001,month-2,starttime-36925.cms"
20010204,"http://timesofindia.indiatimes.com//2001/2/4/archivelist/year-2001,month-2,starttime-36926.cms"
20010205,"http://timesofindia.indiatimes.com//2001/2/5/archivelist/year-2001,month-2,starttime-36927.cms"
20010206,"http://timesofindia.indiatimes.com//2001/2/6/archivelist/year-2001,month-2,starttime-36928.cms"
20010207,"http://timesofindia.indiatimes.com//2001/2/7/archivelist/year-2001,month-2,starttime-36929.cms"
20010208,"http://timesofindia.indiatimes.com//2001/2/8/archivelist/year-2001,month-2,starttime-36930.cms"
20010209,"http://timesofindia.indiatimes.com//2001/2/9/archivelist/year-2001,month-2,starttime-36931.cms"
20010210,"http://timesofindia.indiatimes.com//2001/2/10/archivelist/year-2001,month-2,starttime-36932.cms"
20010211,"http://timesofindia.indiatimes.com//2001/2/11/archivelist/year-2001,month-2,starttime-36933.cms"
20010212,"http://timesofindia.indiatimes.com//2001/2/12/archivelist/year-2001,month-2,starttime-36934.cms"
20010213,"http://timesofindia.indiatimes.com//2001/2/13/archivelist/year-2001,month-2,starttime-36935.cms"
20010214,"http://timesofindia.indiatimes.com//2001/2/14/archivelist/year-2001,month-2,starttime-36936.cms"
20010215,"http://timesofindia.indiatimes.com//2001/2/15/archivelist/year-2001,month-2,starttime-36937.cms"
20010216,"http://timesofindia.indiatimes.com//2001/2/16/archivelist/year-2001,month-2,starttime-36938.cms"
20010217,"http://timesofindia.indiatimes.com//2001/2/17/archivelist/year-2001,month-2,starttime-36939.cms"
20010218,"http://timesofindia.indiatimes.com//2001/2/18/archivelist/year-2001,month-2,starttime-36940.cms"
20010219,"http://timesofindia.indiatimes.com//2001/2/19/archivelist/year-2001,month-2,starttime-36941.cms"
20010220,"http://timesofindia.indiatimes.com//2001/2/20/archivelist/year-2001,month-2,starttime-36942.cms"
20010221,"http://timesofindia.indiatimes.com//2001/2/21/archivelist/year-2001,month-2,starttime-36943.cms"
20010222,"http://timesofindia.indiatimes.com//2001/2/22/archivelist/year-2001,month-2,starttime-36944.cms"
20010223,"http://timesofindia.indiatimes.com//2001/2/23/archivelist/year-2001,month-2,starttime-36945.cms"
20010224,"http://timesofindia.indiatimes.com//2001/2/24/archivelist/year-2001,month-2,starttime-36946.cms"
20010225,"http://timesofindia.indiatimes.com//2001/2/25/archivelist/year-2001,month-2,starttime-36947.cms"
20010226,"http://timesofindia.indiatimes.com//2001/2/26/archivelist/year-2001,month-2,starttime-36948.cms"
20010227,"http://timesofindia.indiatimes.com//2001/2/27/archivelist/year-2001,month-2,starttime-36949.cms"
20010228,"http://timesofindia.indiatimes.com//2001/2/28/archivelist/year-2001,month-2,starttime-36950.cms"
20010301,"http://timesofindia.indiatimes.com//2001/3/1/archivelist/year-2001,month-3,starttime-36951.cms"
20010302,"http://timesofindia.indiatimes.com//2001/3/2/archivelist/year-2001,month-3,starttime-36952.cms"
20010303,"http://timesofindia.indiatimes.com//2001/3/3/archivelist/year-2001,month-3,starttime-36953.cms"
20010304,"http://timesofindia.indiatimes.com//2001/3/4/archivelist/year-2001,month-3,starttime-36954.cms"
20010305,"http://timesofindia.indiatimes.com//2001/3/5/archivelist/year-2001,month-3,starttime-36955.cms"
20010306,"http://timesofindia.indiatimes.com//2001/3/6/archivelist/year-2001,month-3,starttime-36956.cms"
20010307,"http://timesofindia.indiatimes.com//2001/3/7/archivelist/year-2001,month-3,starttime-36957.cms"
20010308,"http://timesofindia.indiatimes.com//2001/3/8/archivelist/year-2001,month-3,starttime-36958.cms"
20010309,"http://timesofindia.indiatimes.com//2001/3/9/archivelist/year-2001,month-3,starttime-36959.cms"
20010310,"http://timesofindia.indiatimes.com//2001/3/10/archivelist/year-2001,month-3,starttime-36960.cms"
20010311,"http://timesofindia.indiatimes.com//2001/3/11/archivelist/year-2001,month-3,starttime-36961.cms"
20010312,"http://timesofindia.indiatimes.com//2001/3/12/archivelist/year-2001,month-3,starttime-36962.cms"
